year,insurance_type,region,earned_premium,incurred_loss
2023,Dental & Vision,Massachusetts,5920266,4974773
2019,Indemnity Health,Maryland,3846013,3905557
2022,Long-term Care,Maryland,4228571,4280471
2020,Indemnity Health,Wisconsin,3607361,3496545
2018,Cancer Insurance,Virginia,3249256,1981026
2016,Long-term Care,Maryland,3664560,3467903
2019,Dental & Vision,Virginia,3472435,3180808
2021,Cancer Insurance,Missouri,4161887,3648152
2017,Accident Insurance,Pennsylvania,6809057,5393384
2015,Accident Insurance,Florida,9617954,6423789
2015,Long-term Care,Missouri,3789809,4383095
2023,Indemnity Health,Ohio,5459088,5046782
2015,Cancer Insurance,New Jersey,4083365,2840705
2016,Dental & Vision,Georgia,5387419,4058952
2016,Dental & Vision,Arizona,4797000,4684598
2019,Indemnity Health,Tennessee,3848441,3114457
2015,Indemnity Health,Illinois,6820388,5076857
2022,Critical Illness,California,13401196,9974829
2022,Accident Insurance,Arizona,4479303,3771605
2021,Long-term Care,Arizona,4355910,3904046
2018,Long-term Care,Indiana,2943000,2820786
2019,Accident Insurance,Michigan,3900107,3623493
2024,Accident Insurance,Virginia,3277493,2151699
2017,Cancer Insurance,Georgia,4223921,2982592
2021,Critical Illness,North Carolina,4595506,3075011
2021,Cancer Insurance,Pennsylvania,4831298,2900579
2017,Long-term Care,Ohio,4022814,4309512
2019,Critical Illness,Wisconsin,3419035,2358133
2016,Dental & Vision,Indiana,3867917,3027569
2021,Indemnity Health,Ohio,5376358,4521853
2022,Dental & Vision,Wisconsin,2816445,2052967
2016,Dental & Vision,Missouri,2925713,2219914
2023,Critical Illness,North Carolina,4001237,2302421
2016,Long-term Care,New York,8067351,7873797
2020,Long-term Care,Ohio,3602524,4135456
2015,Critical Illness,Tennessee,3491587,2385244
2024,Critical Illness,Michigan,3415880,2384067
2020,Accident Insurance,California,11972454,10323579
2020,Accident Insurance,Florida,7111468,5200916
2020,Cancer Insurance,New York,9729661,7492304
2020,Critical Illness,New York,8947099,5404342
2023,Indemnity Health,Maryland,4633161,4036959
2018,Critical Illness,Texas,7634246,5730704
2022,Accident Insurance,Ohio,5606414,3723976
2016,Critical Illness,Washington,4179852,2759275
2015,Accident Insurance,Indiana,2731283,1969670
2021,Dental & Vision,North Carolina,3389312,2559264
2023,Long-term Care,Arizona,4600530,4993085
2021,Indemnity Health,Virginia,5259903,4867983
2017,Cancer Insurance,Texas,11761034,9930197
2016,Critical Illness,Tennessee,3734420,1869024
2015,Cancer Insurance,Texas,8638032,5803614
2017,Long-term Care,Arizona,3174899,3393058
2015,Long-term Care,North Carolina,4768293,5436496
2018,Long-term Care,Washington,5576858,7117768
2017,Accident Insurance,Virginia,5187883,3517008
2018,Cancer Insurance,Massachusetts,4069412,2563850
2015,Long-term Care,Georgia,4707796,5439335
2015,Cancer Insurance,Massachusetts,4307310,3303287
2017,Dental & Vision,Massachusetts,5176824,3551277
2021,Long-term Care,Indiana,2294453,2202979
2024,Cancer Insurance,California,9032814,7880319
2019,Long-term Care,Florida,6218196,7618847
2023,Dental & Vision,Pennsylvania,4180919,2864301
2020,Accident Insurance,New Jersey,5627837,4401099
2018,Critical Illness,Georgia,3070225,1724537
2020,Dental & Vision,North Carolina,3771533,2776816
2024,Critical Illness,Texas,10202784,6060905
2015,Cancer Insurance,Pennsylvania,5577873,3788489
2023,Cancer Insurance,Missouri,2366972,2187226
2020,Accident Insurance,North Carolina,4205011,2976430
2017,Accident Insurance,Florida,7008930,6545489
2022,Critical Illness,Maryland,3265880,2244225
2024,Accident Insurance,Ohio,3663963,3223334
2020,Indemnity Health,New Jersey,5029745,4256151
2024,Dental & Vision,Pennsylvania,5351310,4579346
2019,Long-term Care,New York,10238925,9514385
2024,Dental & Vision,Missouri,3611131,2601870
2018,Accident Insurance,Washington,5404723,4895059
2022,Critical Illness,Florida,8222456,6829059
2024,Critical Illness,Wisconsin,2750197,2417711
2023,Dental & Vision,Pennsylvania,5298254,3983057
2023,Cancer Insurance,Tennessee,3089608,2846889
2021,Indemnity Health,Illinois,6225681,6739726
2019,Dental & Vision,Maryland,3056534,2577875
2018,Critical Illness,New York,12225467,10318120
2018,Cancer Insurance,Pennsylvania,5280741,4063291
2019,Accident Insurance,Georgia,4955400,4571969
2020,Critical Illness,Arizona,2951041,2159883
2015,Accident Insurance,Pennsylvania,4104488,2758964
2019,Cancer Insurance,Wisconsin,3779025,2401708
2016,Critical Illness,North Carolina,5551952,2896393
2015,Critical Illness,Illinois,4903905,2933597
2019,Critical Illness,Illinois,4815247,3775607
2017,Cancer Insurance,New Jersey,6393291,4548396
2024,Cancer Insurance,Wisconsin,3238685,2609691
2017,Accident Insurance,Ohio,5082875,3905344
2016,Indemnity Health,Georgia,4855997,4185685
2023,Long-term Care,Ohio,5556621,6359950
2018,Long-term Care,Arizona,3612189,3953786
2018,Dental & Vision,Washington,5737952,4765158
2023,Critical Illness,Ohio,5367304,3710224
2015,Long-term Care,Florida,9545113,8327226
2020,Indemnity Health,Missouri,2919490,2814428
2021,Accident Insurance,Tennessee,2823300,2362418
2016,Dental & Vision,New Jersey,3918514,3388235
2024,Critical Illness,Illinois,5754833,4313277
2018,Cancer Insurance,Illinois,7062461,4219403
2019,Critical Illness,Tennessee,2729227,1548523
2023,Indemnity Health,Missouri,2709515,2832175
2023,Cancer Insurance,Texas,11286258,9557055
2021,Accident Insurance,North Carolina,5214629,3653557
2021,Cancer Insurance,New York,11282139,8670566
2021,Critical Illness,Florida,8880416,5641654
2015,Cancer Insurance,California,10172534,5330111
2022,Cancer Insurance,Washington,4665808,3107198
2023,Accident Insurance,New York,8659574,8198061
2021,Dental & Vision,Indiana,2466502,2097974
2024,Cancer Insurance,Texas,9602573,8529252
2016,Long-term Care,Texas,11930119,12141680
2023,Cancer Insurance,Tennessee,3613541,2586282
2023,Accident Insurance,Missouri,3137250,2856083
2023,Indemnity Health,Florida,6219220,5424490
2022,Indemnity Health,Wisconsin,2997886,2507378
2015,Long-term Care,Pennsylvania,4439248,3683393
2015,Dental & Vision,New Jersey,5369171,4233760
2023,Critical Illness,Indiana,2497248,1653858
2018,Indemnity Health,North Carolina,4146443,4090024
2022,Long-term Care,North Carolina,3681606,3666365
2022,Accident Insurance,Florida,8689659,6779287
2023,Critical Illness,Ohio,4268194,2544906
2018,Dental & Vision,Maryland,4050181,3201426
2015,Long-term Care,Maryland,3996547,4307019
2016,Accident Insurance,Ohio,4809418,4189527
2024,Critical Illness,Wisconsin,2743569,2383171
2023,Accident Insurance,New Jersey,5098792,3940957
2015,Critical Illness,New Jersey,5907533,3883566
2016,Cancer Insurance,New York,11888328,9650683
2017,Dental & Vision,Wisconsin,2904745,2360191
2016,Cancer Insurance,Florida,7904446,5908096
2018,Dental & Vision,Georgia,4804397,3388350
2016,Cancer Insurance,Tennessee,3976495,3047600
2018,Indemnity Health,Virginia,4851366,3877055
2018,Long-term Care,Georgia,3853852,3438871
2017,Accident Insurance,Maryland,3757533,2928377
2021,Critical Illness,Florida,8531423,6893465
2018,Indemnity Health,New Jersey,5309536,5117119
2019,Critical Illness,New Jersey,4009041,2663758
2020,Dental & Vision,North Carolina,5706106,4330512
2020,Critical Illness,Virginia,4472809,2632462
2019,Cancer Insurance,Florida,7070725,5246776
2015,Long-term Care,Indiana,2469236,2243499
2024,Cancer Insurance,North Carolina,3290045,2515214
2018,Indemnity Health,Ohio,5937113,6229395
2022,Cancer Insurance,Ohio,4387279,3496153
2022,Accident Insurance,New Jersey,6299021,6443336
2020,Cancer Insurance,New York,10607297,7640152
2021,Indemnity Health,California,14678006,14567298
2015,Accident Insurance,New York,8270361,6605863
2021,Indemnity Health,Pennsylvania,6893861,6008709
2021,Critical Illness,California,14535607,10880875
2016,Accident Insurance,Wisconsin,4191714,3465075
2019,Accident Insurance,Missouri,2520019,2145362
2018,Cancer Insurance,California,11322376,8887813
2022,Indemnity Health,Florida,8758959,7885030
2021,Long-term Care,Virginia,4610270,4414767
2021,Critical Illness,Tennessee,3102906,1660512
2015,Cancer Insurance,Wisconsin,2804354,2272974
2018,Dental & Vision,New Jersey,5770875,4728259
2024,Cancer Insurance,Missouri,2980164,2174054
2019,Accident Insurance,New Jersey,5252305,3629870
2018,Indemnity Health,Texas,11195927,8550004
2020,Critical Illness,Washington,4837975,3479312
2021,Dental & Vision,California,10852614,9434136
2015,Dental & Vision,New Jersey,5137603,3182553
2024,Dental & Vision,Texas,11507138,11167334
2019,Long-term Care,Massachusetts,5379309,5741698
2015,Long-term Care,Wisconsin,3788084,3787026
2023,Dental & Vision,Texas,7540524,5003803
2024,Indemnity Health,Wisconsin,2773141,2564734
2019,Critical Illness,Massachusetts,4595922,2668587
2020,Long-term Care,Ohio,5596205,5833963
2019,Cancer Insurance,Maryland,3451531,2358385
2015,Dental & Vision,Tennessee,4205756,3378331
2016,Accident Insurance,Missouri,2405011,2274873
2016,Long-term Care,Missouri,3253427,3209668
2017,Dental & Vision,Missouri,4165010,2773206
2015,Long-term Care,North Carolina,5318653,5615817
2019,Critical Illness,Indiana,3394732,2256852
2018,Long-term Care,Arizona,3826256,3539902
2023,Critical Illness,North Carolina,4287849,2624581
2021,Indemnity Health,Massachusetts,6191603,6096826
2018,Accident Insurance,Virginia,4838322,3433998
2024,Cancer Insurance,Michigan,3398273,2545794
2024,Accident Insurance,Massachusetts,4142738,3024680
2018,Cancer Insurance,Georgia,4835174,3965440
2018,Accident Insurance,New York,8315357,7344050
2015,Cancer Insurance,Wisconsin,2681437,2261879
2024,Long-term Care,Tennessee,4153802,4027993
2017,Accident Insurance,Texas,9139853,7118243
2019,Dental & Vision,Virginia,3474412,2955432
2016,Accident Insurance,Wisconsin,3061311,2326905
2015,Accident Insurance,Texas,7833467,5403671
2022,Accident Insurance,Illinois,5638415,5047290
2019,Cancer Insurance,Pennsylvania,6135655,3634453
2024,Dental & Vision,New York,12199748,9032869
2020,Critical Illness,Maryland,4236020,3527136
2022,Dental & Vision,Florida,7423391,4888327
2017,Accident Insurance,Virginia,3973116,3418667
2015,Dental & Vision,Maryland,3232528,2564346
2019,Accident Insurance,Arizona,2815069,2262831
2019,Dental & Vision,Washington,5846471,5299536
2018,Critical Illness,Missouri,2401541,1589911
2023,Dental & Vision,Arizona,3463195,2718359
2016,Long-term Care,North Carolina,3631238,3566774
2020,Critical Illness,Illinois,4898891,2531868
2015,Accident Insurance,Pennsylvania,6645131,5916919
2020,Indemnity Health,New York,12694766,11329225
2018,Critical Illness,Arizona,3937698,3087598
2023,Critical Illness,Missouri,3320155,2337393
2021,Dental & Vision,Pennsylvania,4872865,4158419
2020,Critical Illness,Florida,9023012,6775143
2023,Accident Insurance,Illinois,5796411,4746758
2015,Accident Insurance,Maryland,4290716,3572173
2023,Indemnity Health,North Carolina,4015821,3573094
2021,Long-term Care,Washington,5955004,6249647
2022,Long-term Care,Arizona,3571118,4111033
2019,Indemnity Health,New Jersey,5565715,5546957
2015,Critical Illness,North Carolina,4359757,2712275
2024,Critical Illness,Georgia,3393080,1873590
2018,Accident Insurance,California,12931802,7762249
2020,Long-term Care,New York,10729151,12383839
2021,Cancer Insurance,Michigan,3999787,2802768
2024,Critical Illness,New York,12723998,7663194
2020,Indemnity Health,Maryland,3237747,2730359
2015,Indemnity Health,Arizona,4187439,3475196
2020,Long-term Care,Michigan,4718502,5562487
2019,Dental & Vision,New York,8923830,8289727
2020,Dental & Vision,California,14888758,10358832
2019,Long-term Care,Tennessee,4187353,4311105
2023,Dental & Vision,New York,8348630,6833664
2020,Dental & Vision,Massachusetts,5205071,3805964
2024,Cancer Insurance,Pennsylvania,6189145,5518136
2018,Cancer Insurance,Michigan,3309189,2980127
2024,Dental & Vision,Arizona,4480028,4220064
2015,Indemnity Health,Texas,8842026,8569369
2023,Critical Illness,Washington,4949620,4229798
2023,Long-term Care,California,11799678,10260571
2015,Cancer Insurance,Washington,3635833,2849068
2020,Critical Illness,Illinois,5819718,4674955
2020,Cancer Insurance,Michigan,4326496,2594699
2016,Long-term Care,Massachusetts,4535544,4480061
2015,Critical Illness,Arizona,3940284,2454575
2024,Cancer Insurance,Ohio,4867502,4185025
2022,Critical Illness,Indiana,2898016,2072591
2020,Cancer Insurance,Wisconsin,3674199,2897457
2022,Accident Insurance,Missouri,3807839,2574350
2018,Accident Insurance,Maryland,4403089,3365733
2018,Indemnity Health,New Jersey,3842814,3847149
2024,Cancer Insurance,Indiana,3351347,3157225
2021,Indemnity Health,Tennessee,3519571,2849070
2024,Indemnity Health,Massachusetts,5027175,4219935
2015,Critical Illness,Indiana,3370945,2723278
2020,Critical Illness,Wisconsin,3769911,2829280
2017,Dental & Vision,Missouri,2814424,1877850
2019,Critical Illness,Maryland,3074491,2294105
2019,Critical Illness,Tennessee,4281696,2183058
2016,Accident Insurance,Michigan,3140031,2308972
2019,Cancer Insurance,Georgia,3318510,2680311
2021,Accident Insurance,Texas,8100241,5535739
2015,Long-term Care,Florida,7475061,8922765
2021,Dental & Vision,Wisconsin,3125179,2564121
2023,Accident Insurance,Indiana,3288087,2238214
2019,Critical Illness,Georgia,4060581,2629814
2023,Cancer Insurance,North Carolina,5380293,3799665
2023,Critical Illness,Texas,9537725,7412442
2024,Critical Illness,Maryland,4023268,2079096
2018,Critical Illness,Arizona,3129072,1867161
2019,Long-term Care,Arizona,3797352,4537861
2017,Indemnity Health,Illinois,5769871,4149421
2022,Accident Insurance,New Jersey,6143823,5704325
2023,Critical Illness,Tennessee,2853924,1783455
2018,Accident Insurance,Florida,8824589,6169815
2019,Long-term Care,Indiana,2360245,2024331
2015,Accident Insurance,Pennsylvania,5595404,4686932
2021,Critical Illness,Virginia,3461921,2798260
2018,Accident Insurance,Maryland,3188664,2125196
2019,Critical Illness,Texas,9856411,8754273
2016,Critical Illness,New York,8087208,4824906
2019,Dental & Vision,California,14699198,12268874
2020,Indemnity Health,Georgia,4081774,3779973
2016,Accident Insurance,Virginia,5308868,5021204
2020,Dental & Vision,Indiana,2261185,1817856
2024,Indemnity Health,Wisconsin,3344703,2584076
2020,Cancer Insurance,New York,8313032,5007576
2020,Indemnity Health,Arizona,4255250,4552061
2018,Accident Insurance,Tennessee,2838819,2477492
2020,Indemnity Health,Massachusetts,5321948,5115932
2023,Long-term Care,North Carolina,4955526,4626471
2020,Indemnity Health,Maryland,3256400,3116517
2024,Accident Insurance,Wisconsin,3112071,2781759
2024,Critical Illness,Missouri,2818513,1903439
2018,Dental & Vision,Florida,7535624,6200675
2020,Critical Illness,Arizona,3970651,2403174
2023,Cancer Insurance,New Jersey,4786200,2890125
2022,Accident Insurance,Maryland,4984042,4448187
2024,Cancer Insurance,Arizona,4473148,3019957
2019,Indemnity Health,Michigan,4594719,4369133
2022,Dental & Vision,Maryland,4845036,3855434
2022,Indemnity Health,Missouri,3545110,3497187
2023,Indemnity Health,Illinois,7056259,6139095
2016,Indemnity Health,Washington,4064588,3103869
2021,Cancer Insurance,Washington,3675529,2327337
2018,Dental & Vision,North Carolina,4786329,3634574
2016,Long-term Care,Virginia,4979315,4319619
2022,Accident Insurance,New Jersey,5341623,4936653
2020,Indemnity Health,Georgia,3244578,2801214
2018,Long-term Care,Tennessee,2752634,2959434
2022,Dental & Vision,California,10430889,6893120
2015,Long-term Care,Indiana,3877538,3705157
2018,Dental & Vision,California,9980033,7347776
2017,Dental & Vision,Georgia,5270808,4398207
2022,Indemnity Health,Wisconsin,2517791,2468560
2018,Accident Insurance,Texas,8680204,5249109
2024,Accident Insurance,Missouri,3359084,2184993
2019,Long-term Care,Indiana,2867886,2870811
2018,Dental & Vision,Ohio,3586685,3117818
2022,Long-term Care,Massachusetts,3619582,3655776
2024,Long-term Care,Florida,8643165,7775082
2022,Cancer Insurance,Maryland,3860493,3544438
2022,Dental & Vision,Washington,5395196,5335292
2020,Critical Illness,Washington,3948553,2546834
2023,Critical Illness,Tennessee,2675048,2098331
2016,Dental & Vision,New York,8270188,7078953
2019,Critical Illness,Washington,4927686,3175238
2017,Cancer Insurance,Pennsylvania,4747802,3613778
2023,Cancer Insurance,Maryland,3882916,2561911
2024,Long-term Care,New Jersey,6470841,8123725
2018,Indemnity Health,Texas,7994943,6214694
2017,Critical Illness,Tennessee,4348762,2315897
2019,Indemnity Health,Washington,4750059,3882616
2018,Long-term Care,North Carolina,4067694,4017556
2019,Critical Illness,Wisconsin,3381672,2424438
2015,Critical Illness,Texas,8030475,6224091
2017,Accident Insurance,Missouri,2504803,1482842
2017,Cancer Insurance,New York,10830288,10326448
2022,Dental & Vision,Pennsylvania,6060297,3943687
2016,Critical Illness,New Jersey,5921497,3633514
2017,Dental & Vision,Pennsylvania,4364185,3474762
2016,Long-term Care,Michigan,3004569,3754511
2015,Dental & Vision,Pennsylvania,4822887,3495892
2017,Critical Illness,North Carolina,4812602,3564959
2019,Dental & Vision,Texas,11810442,10147652
2017,Long-term Care,Maryland,5199803,5658894
2024,Critical Illness,Pennsylvania,4237619,2678377
2022,Critical Illness,New Jersey,6184210,4279816
2015,Dental & Vision,Michigan,3145036,2869308
2020,Critical Illness,North Carolina,4494456,2977631
2016,Dental & Vision,Washington,4082433,2540231
2015,Dental & Vision,North Carolina,4042432,2987907
2019,Critical Illness,Ohio,5291430,2612168
2015,Dental & Vision,New Jersey,4209460,3335966
2017,Accident Insurance,Pennsylvania,5107773,3375848
2017,Indemnity Health,Missouri,2764284,2638056
2020,Cancer Insurance,Virginia,3303696,2057911
2016,Cancer Insurance,Missouri,3717205,3064888
2015,Critical Illness,Georgia,3218325,1923289
2015,Cancer Insurance,Arizona,3344299,2386454
2019,Critical Illness,Florida,7509440,6305240
2018,Accident Insurance,Massachusetts,4196109,3148945
2017,Long-term Care,Michigan,4161554,4108018
2024,Critical Illness,Texas,11701441,7540213
2021,Accident Insurance,Illinois,7235183,6816417
2024,Long-term Care,Massachusetts,4790029,4645276
2020,Critical Illness,Massachusetts,5555389,4271086
2022,Dental & Vision,Virginia,5074316,3923132
2022,Dental & Vision,Wisconsin,3491372,2768186
2024,Indemnity Health,Virginia,4443385,5068062
2021,Indemnity Health,North Carolina,5477610,5812666
2020,Indemnity Health,Illinois,6042170,5510680
2024,Accident Insurance,Texas,11377731,7960980
2019,Dental & Vision,Florida,9481710,7352229
2020,Accident Insurance,Virginia,4717563,4075880
2024,Indemnity Health,Illinois,5307740,5151785
2024,Critical Illness,North Carolina,5265312,3666015
2019,Indemnity Health,Texas,11107507,9510385
2023,Accident Insurance,Pennsylvania,4981735,3353172
2015,Indemnity Health,Tennessee,3137725,3195030
2021,Accident Insurance,Missouri,3598252,2893870
2020,Dental & Vision,Ohio,5757577,5377073
2021,Dental & Vision,Massachusetts,4866850,4250408
2023,Cancer Insurance,Florida,8609274,7509671
2019,Accident Insurance,Wisconsin,3431651,2630062
2015,Accident Insurance,Virginia,4467175,3457505
2015,Accident Insurance,Michigan,3812831,3251678
2019,Critical Illness,Washington,5069962,3116982
2020,Accident Insurance,Massachusetts,4490694,3845330
2023,Critical Illness,North Carolina,3352457,1989325
2016,Long-term Care,Ohio,5650820,5940714
2019,Critical Illness,Arizona,4054741,3418780
2016,Long-term Care,Tennessee,4195617,4083708
2020,Accident Insurance,New Jersey,5005938,4193083
2016,Long-term Care,Michigan,4835851,4608403
2023,Accident Insurance,Michigan,3990513,2408083
2020,Accident Insurance,Wisconsin,2862797,2465741
2024,Long-term Care,Michigan,4661004,4266417
2016,Critical Illness,Georgia,5341012,3819758
2021,Indemnity Health,Arizona,3492301,3473839
2017,Dental & Vision,Missouri,2984789,2466899
2016,Dental & Vision,Tennessee,3988112,3015869
2024,Cancer Insurance,Michigan,3102362,2878303
2015,Indemnity Health,Florida,9383858,7163400
2024,Critical Illness,Texas,9869433,5281897
2019,Accident Insurance,Virginia,4050281,2687195
2024,Long-term Care,Ohio,4193719,5139844
2015,Accident Insurance,North Carolina,3332658,2163143
2015,Long-term Care,North Carolina,5071093,4899811
2021,Cancer Insurance,Illinois,6835343,5442299
2021,Dental & Vision,Wisconsin,2929015,2359430
2022,Dental & Vision,New York,9678540,7199703
2019,Critical Illness,Wisconsin,3001819,1561193
2024,Long-term Care,Tennessee,3089779,3173388
2024,Accident Insurance,Georgia,3757115,3859237
2017,Indemnity Health,Florida,6407374,5563354
2017,Long-term Care,Maryland,4203078,3666410
2021,Accident Insurance,Illinois,6757495,5490712
2019,Cancer Insurance,Ohio,5375001,4641547
2020,Long-term Care,Missouri,2729186,2663054
2020,Indemnity Health,Wisconsin,3660024,3777386
2018,Accident Insurance,Texas,9486062,8208486
2021,Indemnity Health,California,13762764,11540963
2018,Critical Illness,Massachusetts,4592917,2876965
2019,Indemnity Health,Virginia,5104768,4557087
2016,Cancer Insurance,Indiana,3626427,2671706
2020,Accident Insurance,North Carolina,5061467,4983593
2022,Cancer Insurance,Maryland,4830786,4162782
2024,Long-term Care,Georgia,3082261,3013120
2022,Long-term Care,Tennessee,3460660,3861194
2018,Critical Illness,Massachusetts,5863362,2910623
2019,Cancer Insurance,Florida,9668420,5146840
2015,Long-term Care,Virginia,4243639,4181001
2022,Accident Insurance,Virginia,3740362,2525508
2015,Critical Illness,Illinois,5262877,3785932
2022,Cancer Insurance,North Carolina,3344963,2739457
2018,Critical Illness,Tennessee,3317464,2009852
2021,Critical Illness,Pennsylvania,4176044,2740461
2021,Critical Illness,Florida,6633543,5652868
2020,Long-term Care,New Jersey,4580840,5624096
2021,Cancer Insurance,Pennsylvania,4041865,2449987
2019,Accident Insurance,Pennsylvania,4982047,3976076
2016,Long-term Care,North Carolina,5480077,5189751
2019,Critical Illness,Florida,9180170,4986965
2022,Accident Insurance,Massachusetts,4618184,4277396
2023,Long-term Care,Virginia,4864043,5616433
2016,Long-term Care,Indiana,2230138,2154107
2023,Indemnity Health,North Carolina,5795401,4402593
2022,Accident Insurance,California,10004984,9702780
2015,Critical Illness,Wisconsin,2599992,1782837
2017,Indemnity Health,Maryland,4399904,3760465
2020,Long-term Care,Florida,8454521,10349630
2024,Dental & Vision,Washington,4889831,4269663
2017,Cancer Insurance,Florida,6744115,5796214
2016,Dental & Vision,Arizona,3141287,2521488
2016,Critical Illness,Michigan,3058034,2334399
2015,Indemnity Health,Georgia,4095615,3426277
2015,Cancer Insurance,New York,12624935,9667068
2019,Long-term Care,Tennessee,3426164,4200001
2016,Dental & Vision,Virginia,5204445,4267995
2023,Dental & Vision,Massachusetts,5629663,4186663
2017,Indemnity Health,Florida,9471851,8928621
2024,Critical Illness,Wisconsin,3258782,2459353
2015,Critical Illness,New Jersey,5822879,3559614
2018,Accident Insurance,Indiana,2857347,2687578
2020,Accident Insurance,Illinois,4944787,3889862
2017,Accident Insurance,California,10358567,8154499
2019,Long-term Care,North Carolina,4421098,5329139
2018,Critical Illness,Massachusetts,3652854,2727345
2017,Dental & Vision,Washington,5131038,4098921
2021,Long-term Care,California,11050522,11959719
2021,Indemnity Health,Massachusetts,5573579,5295573
2016,Long-term Care,Virginia,3787673,4379830
2022,Cancer Insurance,Wisconsin,3691425,2311634
2019,Dental & Vision,Illinois,6871361,5360230
2024,Critical Illness,Pennsylvania,6360614,5862506
2018,Long-term Care,Michigan,4963199,5161275
2015,Critical Illness,California,14749595,8958586
2015,Indemnity Health,Wisconsin,2924493,2465895
2018,Long-term Care,New York,12967957,15118213
2018,Accident Insurance,Maryland,4072978,3718849
2018,Dental & Vision,California,11479894,9248233
2022,Long-term Care,Wisconsin,3527748,4455257
2018,Cancer Insurance,Indiana,2718756,2326047
2021,Dental & Vision,Indiana,2598522,2214852
2019,Indemnity Health,Maryland,4436542,4412323
2020,Cancer Insurance,Pennsylvania,4120218,2556814
2017,Dental & Vision,Wisconsin,2646872,2003114
2023,Indemnity Health,Tennessee,4356673,4177111
2020,Cancer Insurance,Ohio,5892483,4184793
2019,Dental & Vision,Georgia,5209909,4022861
2021,Cancer Insurance,New York,12710609,10826250
2019,Cancer Insurance,New York,10302173,7412836
2018,Cancer Insurance,California,11245363,6693842
2019,Cancer Insurance,Washington,3803834,3662451
2020,Dental & Vision,Michigan,4257557,3604177
2023,Dental & Vision,Tennessee,3743157,2887617
2023,Cancer Insurance,Arizona,3221153,1937099
2021,Dental & Vision,Maryland,3128558,2648915
2022,Cancer Insurance,North Carolina,3496131,2714534
2024,Cancer Insurance,Virginia,3526957,2792516
2022,Dental & Vision,Pennsylvania,5461177,4016362
2019,Indemnity Health,Washington,5817560,4839445
2015,Long-term Care,Georgia,4345819,4049096
2018,Dental & Vision,Maryland,4146463,3708675
2018,Accident Insurance,North Carolina,3385787,3282032
2017,Cancer Insurance,New Jersey,4156559,3382388
2021,Indemnity Health,Ohio,5373096,4357995
2020,Dental & Vision,Texas,8032444,7077442
2015,Critical Illness,Maryland,3901032,2880202
2021,Critical Illness,North Carolina,5632597,3027862
2024,Cancer Insurance,North Carolina,4266469,3654645
2022,Dental & Vision,Ohio,5236435,3984659
2019,Cancer Insurance,Virginia,5208804,3981374
2024,Critical Illness,Virginia,3992182,3354804
2024,Long-term Care,Ohio,5225913,6575310
2020,Long-term Care,Missouri,3037580,2733092
2015,Cancer Insurance,Massachusetts,5910396,3894840
2016,Dental & Vision,Illinois,4981014,3979109
2022,Cancer Insurance,Arizona,2935659,2145195
2017,Dental & Vision,Maryland,3692989,3252526
2015,Cancer Insurance,Wisconsin,3522295,3007552
2016,Cancer Insurance,New York,11626885,10103128
2020,Cancer Insurance,Texas,7614624,5404245
2015,Dental & Vision,Washington,4623607,4178478
2018,Accident Insurance,Missouri,4085654,3020332
2016,Indemnity Health,Arizona,3824370,3163799
2024,Cancer Insurance,Ohio,3910836,2445321
2023,Long-term Care,New Jersey,3905132,4090631
2024,Accident Insurance,Illinois,6850899,4816158
2023,Accident Insurance,Tennessee,2823330,2701961
2016,Accident Insurance,Georgia,5292528,4500551
2016,Critical Illness,New York,9155642,6103816
2024,Accident Insurance,Arizona,4051392,2537192
2024,Cancer Insurance,Illinois,5496793,4660400
2022,Accident Insurance,Wisconsin,3867360,3011601
2016,Dental & Vision,Maryland,4912886,3199258
2017,Dental & Vision,Florida,9851623,9006056
2020,Dental & Vision,Ohio,4683803,4435769
2018,Long-term Care,Michigan,4048977,4362499
2017,Accident Insurance,Massachusetts,4415212,2791435
2015,Indemnity Health,Michigan,4058596,3721169
2021,Long-term Care,Illinois,7487616,8356000
2021,Critical Illness,Massachusetts,3826179,2679903
2018,Critical Illness,New York,12803661,8194170
2018,Long-term Care,New Jersey,5581871,6236629
2021,Long-term Care,New York,12060603,12350231
2020,Critical Illness,New York,8829666,6979756
2020,Indemnity Health,Florida,6609506,6257041
2023,Dental & Vision,Massachusetts,4122891,3504963
2017,Long-term Care,Maryland,3775228,3272278
2017,Accident Insurance,Virginia,3634766,2236700
2018,Long-term Care,Virginia,5278091,5728656
2021,Cancer Insurance,Georgia,4225197,3729069
2016,Indemnity Health,New York,11894795,10506945
2019,Critical Illness,Illinois,6279545,4588003
2022,Dental & Vision,Ohio,4005591,4069109
2024,Dental & Vision,Virginia,5310411,4399607
2024,Critical Illness,Tennessee,2765947,1922628
2023,Dental & Vision,Wisconsin,3287249,2693350
2023,Cancer Insurance,North Carolina,4329068,2778794
2016,Accident Insurance,Arizona,4643809,3236742
2018,Critical Illness,Massachusetts,6065546,3831502
2015,Long-term Care,Michigan,3363228,3285886
2020,Critical Illness,Florida,8204062,6352916
2018,Accident Insurance,Illinois,6433973,5852494
2022,Accident Insurance,California,14215050,11671346
2022,Accident Insurance,Washington,3621530,2632389
2019,Critical Illness,Virginia,3862341,2856870
2015,Critical Illness,Michigan,4953279,2703100
2019,Accident Insurance,Maryland,5161713,3650172
2023,Cancer Insurance,Georgia,5290873,3949420
2016,Cancer Insurance,Illinois,6488054,4282658
2020,Critical Illness,Indiana,2768804,1753463
